country,year,age,sex,observations
LV,2008,5-14,m,0.0
LV,2008,55-64,f,9.0
LV,2008,55-64,m,47.0
LV,2008,65,f,12.0
LV,2008,65,m,27.0
LY,2008,0-14,f,6.0
LY,2008,0-14,m,2.0
LY,2008,0-4,f,0.0
LY,2008,0-4,m,1.0
LY,2008,15-24,f,56.0
LY,2008,15-24,m,116.0
LY,2008,25-34,f,35.0
LY,2008,25-34,m,298.0
LY,2008,35-44,f,22.0
LY,2008,35-44,m,162.0
LY,2008,45-54,f,20.0
LY,2008,45-54,m,85.0
LY,2008,5-14,f,6.0
LY,2008,5-14,m,1.0
LY,2008,55-64,f,9.0
LY,2008,55-64,m,24.0
LY,2008,65,f,17.0
LY,2008,65,m,19.0
MA,2008,0-14,f,124.0
MA,2008,0-14,m,51.0
MA,2008,0-4,f,4.0
MA,2008,0-4,m,5.0
MA,2008,15-24,f,1081.0
MA,2008,15-24,m,1992.0
MA,2008,25-34,f,803.0
MA,2008,25-34,m,2372.0
MA,2008,35-44,f,479.0
MA,2008,35-44,m,1514.0
MA,2008,45-54,f,360.0
MA,2008,45-54,m,1179.0
MA,2008,5-14,f,120.0
MA,2008,5-14,m,46.0
MA,2008,55-64,f,290.0
MA,2008,55-64,m,633.0
MA,2008,65,f,358.0
MA,2008,65,m,589.0
MD,2005,0-14,f,3.0
MD,2005,0-14,m,2.0
MD,2005,0-4,f,0.0
MD,2005,0-4,m,0.0
MD,2005,15-24,f,97.0
MD,2005,15-24,m,211.0
MD,2005,25-34,f,92.0
MD,2005,25-34,m,337.0
MD,2005,35-44,f,57.0
MD,2005,35-44,m,345.0
MD,2005,45-54,f,61.0
MD,2005,45-54,m,313.0
MD,2005,5-14,f,3.0
MD,2005,5-14,m,2.0
MD,2005,55-64,f,23.0
MD,2005,55-64,m,106.0
MD,2005,65,f,18.0
MD,2005,65,m,31.0
MD,2007,0-14,f,2.0
MD,2007,0-14,m,0.0
MD,2007,0-4,f,0.0
MD,2007,0-4,m,0.0
MD,2007,15-24,f,97.0
MD,2007,15-24,m,181.0
MD,2007,25-34,f,85.0
MD,2007,25-34,m,281.0
MD,2007,35-44,f,57.0
MD,2007,35-44,m,343.0
MD,2007,45-54,f,58.0
MD,2007,45-54,m,314.0
MD,2007,5-14,f,2.0
MD,2007,5-14,m,0.0
MD,2007,55-64,f,25.0
MD,2007,55-64,m,107.0
MD,2007,65,f,25.0
MD,2007,65,m,35.0
MD,2008,0-14,f,4.0
MD,2008,0-14,m,1.0
MD,2008,0-4,f,2.0
MD,2008,0-4,m,0.0
MD,2008,15-24,f,85.0
MD,2008,15-24,m,167.0
MD,2008,25-34,f,81.0
MD,2008,25-34,m,271.0
MD,2008,35-44,f,57.0
MD,2008,35-44,m,314.0
MD,2008,45-54,f,52.0
MD,2008,45-54,m,317.0
MD,2008,5-14,f,2.0
MD,2008,5-14,m,1.0
MD,2008,55-64,f,22.0
MD,2008,55-64,m,105.0
MD,2008,65,f,25.0
MD,2008,65,m,32.0
ME,2005,0-14,f,0.0
ME,2005,0-14,m,0.0
ME,2005,0-4,f,0.0
ME,2005,0-4,m,0.0
ME,2005,15-24,f,0.0
ME,2005,15-24,m,3.0
ME,2005,25-34,f,7.0
ME,2005,25-34,m,5.0
ME,2005,35-44,f,3.0
ME,2005,35-44,m,7.0
ME,2005,45-54,f,4.0
ME,2005,45-54,m,15.0
ME,2005,5-14,f,0.0
ME,2005,5-14,m,0.0
ME,2005,55-64,f,0.0
ME,2005,55-64,m,4.0
ME,2005,65,f,8.0
ME,2005,65,m,8.0
ME,2007,0-14,f,0.0
ME,2007,0-14,m,0.0
ME,2007,0-4,f,0.0
ME,2007,0-4,m,0.0
ME,2007,15-24,f,3.0
ME,2007,15-24,m,0.0
ME,2007,25-34,f,3.0
ME,2007,25-34,m,6.0
ME,2007,35-44,f,4.0
ME,2007,35-44,m,3.0
ME,2007,45-54,f,3.0
ME,2007,45-54,m,10.0
ME,2007,5-14,f,0.0
ME,2007,5-14,m,0.0
ME,2007,55-64,f,3.0
ME,2007,55-64,m,1.0
ME,2007,65,f,1.0
ME,2007,65,m,3.0
ME,2008,0-14,f,0.0
ME,2008,0-14,m,0.0
ME,2008,0-4,f,0.0
ME,2008,0-4,m,0.0
ME,2008,15-24,f,4.0
ME,2008,15-24,m,2.0
ME,2008,25-34,f,5.0
ME,2008,25-34,m,7.0
ME,2008,35-44,f,5.0
ME,2008,35-44,m,10.0
ME,2008,45-54,f,10.0
ME,2008,45-54,m,5.0
ME,2008,5-14,f,0.0
ME,2008,5-14,m,0.0
ME,2008,55-64,f,4.0
ME,2008,55-64,m,5.0
ME,2008,65,f,7.0
ME,2008,65,m,1.0
MG,2008,0-14,f,251.0
MG,2008,0-14,m,142.0
MG,2008,0-4,f,19.0
MG,2008,0-4,m,21.0
MG,2008,15-24,f,1433.0
MG,2008,15-24,m,1499.0
MG,2008,25-34,f,1846.0
MG,2008,25-34,m,2294.0
MG,2008,35-44,f,1352.0
MG,2008,35-44,m,2113.0
MG,2008,45-54,f,911.0
MG,2008,45-54,m,1669.0
MG,2008,5-14,f,232.0
MG,2008,5-14,m,121.0
MG,2008,55-64,f,383.0
MG,2008,55-64,m,836.0
MG,2008,65,f,171.0
MG,2008,65,m,465.0
MH,2008,0-14,f,2.0
MH,2008,0-14,m,1.0
MH,2008,0-4,f,0.0
MH,2008,0-4,m,0.0
MH,2008,15-24,f,3.0
MH,2008,15-24,m,1.0
MH,2008,25-34,f,2.0
MH,2008,25-34,m,1.0
MH,2008,35-44,f,4.0
MH,2008,35-44,m,2.0
MH,2008,45-54,f,5.0
MH,2008,45-54,m,3.0
MH,2008,5-14,f,2.0
MH,2008,5-14,m,1.0
MH,2008,55-64,f,1.0
MH,2008,55-64,m,0.0
MH,2008,65,f,0.0
MH,2008,65,m,0.0
MK,2005,0-14,f,2.0
MK,2005,0-14,m,2.0
MK,2005,0-4,f,1.0
MK,2005,0-4,m,0.0
MK,2005,15-24,f,17.0
MK,2005,15-24,m,14.0
MK,2005,25-34,f,13.0
MK,2005,25-34,m,20.0
MK,2005,35-44,f,10.0
MK,2005,35-44,m,23.0
MK,2005,45-54,f,7.0
MK,2005,45-54,m,20.0
MK,2005,5-14,f,1.0
MK,2005,5-14,m,2.0
MK,2005,55-64,f,5.0
MK,2005,55-64,m,18.0
MK,2005,65,f,13.0
MK,2005,65,m,13.0
MK,2006,0-14,f,3.0
MK,2006,0-14,m,0.0
MK,2006,0-4,f,0.0
MK,2006,0-4,m,0.0
MK,2006,15-24,f,16.0
MK,2006,15-24,m,15.0
MK,2006,25-34,f,9.0
MK,2006,25-34,m,15.0
MK,2006,35-44,f,9.0
MK,2006,35-44,m,25.0
MK,2006,45-54,f,6.0
MK,2006,45-54,m,37.0
MK,2006,5-14,f,3.0
MK,2006,5-14,m,0.0
MK,2006,55-64,f,7.0
MK,2006,55-64,m,18.0
MK,2006,65,f,11.0
MK,2006,65,m,7.0
MK,2007,0-14,f,4.0
MK,2007,0-14,m,1.0
MK,2007,0-4,f,0.0
MK,2007,0-4,m,0.0
MK,2007,15-24,f,11.0
MK,2007,15-24,m,12.0
MK,2007,25-34,f,12.0
MK,2007,25-34,m,22.0
MK,2007,35-44,f,9.0
MK,2007,35-44,m,27.0
MK,2007,45-54,f,4.0
MK,2007,45-54,m,46.0
MK,2007,5-14,f,4.0
MK,2007,5-14,m,1.0
MK,2007,55-64,f,4.0
MK,2007,55-64,m,21.0
MK,2007,65,f,8.0
MK,2007,65,m,19.0
MK,2008,0-14,f,2.0
MK,2008,0-14,m,1.0
MK,2008,0-4,f,0.0
MK,2008,0-4,m,0.0
MK,2008,15-24,f,24.0
MK,2008,15-24,m,18.0
MK,2008,25-34,f,15.0
MK,2008,25-34,m,21.0
MK,2008,35-44,f,14.0
MK,2008,35-44,m,13.0
MK,2008,45-54,f,8.0
MK,2008,45-54,m,25.0
MK,2008,5-14,f,2.0
MK,2008,5-14,m,1.0
MK,2008,55-64,f,7.0
MK,2008,55-64,m,15.0
MK,2008,65,f,10.0
MK,2008,65,m,15.0
ML,2008,0-14,f,37.0
ML,2008,0-14,m,22.0
ML,2008,0-4,f,3.0
ML,2008,0-4,m,2.0
ML,2008,15-24,f,332.0
ML,2008,15-24,m,453.0
ML,2008,25-34,f,516.0
ML,2008,25-34,m,809.0
ML,2008,35-44,f,320.0
ML,2008,35-44,m,640.0
ML,2008,45-54,f,245.0
ML,2008,45-54,m,503.0
ML,2008,5-14,f,34.0
ML,2008,5-14,m,20.0
ML,2008,55-64,f,172.0
ML,2008,55-64,m,314.0
ML,2008,65,f,121.0
ML,2008,65,m,250.0
MO,2008,0-14,f,2.0
MO,2008,0-14,m,1.0
MO,2008,0-4,f,0.0
MO,2008,0-4,m,0.0
MO,2008,15-24,f,7.0
MO,2008,15-24,m,18.0
MO,2008,25-34,f,6.0
MO,2008,25-34,m,12.0
MO,2008,35-44,f,5.0
MO,2008,35-44,m,10.0
MO,2008,45-54,f,6.0
MO,2008,45-54,m,29.0
MO,2008,5-14,f,2.0
MO,2008,5-14,m,1.0
MO,2008,55-64,f,6.0
MO,2008,55-64,m,19.0
MO,2008,65,f,5.0
MO,2008,65,m,13.0
MP,2008,0-14,f,0.0
MP,2008,0-14,m,0.0
MP,2008,0-4,f,0.0
MP,2008,0-4,m,0.0
MP,2008,15-24,f,0.0
MP,2008,15-24,m,1.0
MP,2008,25-34,f,0.0
MP,2008,25-34,m,0.0
MP,2008,35-44,f,2.0
MP,2008,35-44,m,1.0
MP,2008,45-54,f,0.0
MP,2008,45-54,m,5.0
MP,2008,5-14,f,0.0
MP,2008,5-14,m,0.0
MP,2008,55-64,f,1.0
MP,2008,55-64,m,0.0
MP,2008,65,f,0.0
MP,2008,65,m,3.0
MT,2005,0-14,f,0.0
MT,2005,0-14,m,0.0
MT,2005,0-4,f,0.0
MT,2005,0-4,m,0.0
MT,2005,15-24,f,0.0
MT,2005,15-24,m,1.0
MT,2005,25-34,f,0.0
MT,2005,25-34,m,1.0
MT,2005,35-44,f,0.0
MT,2005,35-44,m,1.0
MT,2005,45-54,f,0.0
MT,2005,45-54,m,1.0
MT,2005,5-14,f,0.0
MT,2005,5-14,m,0.0
MT,2005,55-64,f,0.0
MT,2005,55-64,m,1.0
MT,2005,65,f,0.0
MT,2005,65,m,0.0
MT,2006,0-14,f,0.0
MT,2006,0-14,m,0.0
MT,2006,0-4,f,0.0
MT,2006,0-4,m,0.0
MT,2006,15-24,f,0.0
MT,2006,15-24,m,1.0
MT,2006,25-34,f,0.0
MT,2006,25-34,m,0.0
MT,2006,35-44,f,0.0
MT,2006,35-44,m,2.0
MT,2006,45-54,f,0.0
MT,2006,45-54,m,0.0
MT,2006,5-14,f,0.0
MT,2006,5-14,m,0.0
MT,2006,55-64,f,0.0
MT,2006,55-64,m,0.0
MT,2006,65,f,0.0
MT,2006,65,m,1.0
MT,2007,0-14,f,0.0
MT,2007,0-14,m,0.0
MT,2007,0-4,f,0.0
MT,2007,0-4,m,0.0
MT,2007,15-24,f,2.0
MT,2007,15-24,m,0.0
MT,2007,25-34,f,0.0
MT,2007,25-34,m,2.0
MT,2007,35-44,f,0.0
MT,2007,35-44,m,0.0
MT,2007,45-54,f,0.0
MT,2007,45-54,m,0.0
MT,2007,5-14,f,0.0
MT,2007,5-14,m,0.0
MT,2007,55-64,f,0.0
MT,2007,55-64,m,1.0
MT,2007,65,f,0.0
MT,2007,65,m,3.0
MT,2008,0-14,f,0.0
MT,2008,0-14,m,0.0
MT,2008,0-4,f,0.0
MT,2008,0-4,m,0.0
MT,2008,15-24,f,1.0
MT,2008,15-24,m,3.0
MT,2008,25-34,f,1.0
MT,2008,25-34,m,6.0
MT,2008,35-44,f,0.0
MT,2008,35-44,m,2.0
MT,2008,45-54,f,0.0
MT,2008,45-54,m,0.0
MT,2008,5-14,f,0.0
MT,2008,5-14,m,0.0
MT,2008,55-64,f,0.0
MT,2008,55-64,m,0.0
MT,2008,65,f,2.0
MT,2008,65,m,0.0
MU,2008,0-14,f,0.0
MU,2008,0-14,m,0.0
MU,2008,0-4,f,0.0
MU,2008,0-4,m,0.0
MU,2008,15-24,f,2.0
MU,2008,15-24,m,11.0
MU,2008,25-34,f,3.0
MU,2008,25-34,m,15.0
MU,2008,35-44,f,2.0
MU,2008,35-44,m,14.0
MU,2008,45-54,f,5.0
MU,2008,45-54,m,15.0
MU,2008,5-14,f,0.0
MU,2008,5-14,m,0.0
MU,2008,55-64,f,2.0
MU,2008,55-64,m,7.0
MU,2008,65,f,1.0
MU,2008,65,m,8.0
MX,2008,0-14,f,126.0
MX,2008,0-14,m,124.0
MX,2008,0-4,f,30.0
MX,2008,0-4,m,62.0
MX,2008,15-24,f,752.0
MX,2008,15-24,m,966.0
MX,2008,25-34,f,826.0
MX,2008,25-34,m,1292.0
MX,2008,35-44,f,710.0
MX,2008,35-44,m,1314.0
MX,2008,45-54,f,774.0
MX,2008,45-54,m,1267.0
MX,2008,5-14,f,96.0
MX,2008,5-14,m,62.0
MX,2008,55-64,f,699.0
MX,2008,55-64,m,1004.0
MX,2008,65,f,836.0
MX,2008,65,m,1213.0
MY,2008,0-14,f,240.0
MY,2008,0-14,m,221.0
MY,2008,0-4,f,66.0
MY,2008,0-4,m,61.0
MY,2008,15-24,f,1161.0
MY,2008,15-24,m,1436.0
MY,2008,25-34,f,1283.0
MY,2008,25-34,m,2445.0
MY,2008,35-44,f,906.0
MY,2008,35-44,m,2318.0
MY,2008,45-54,f,878.0
MY,2008,45-54,m,2169.0
MY,2008,5-14,f,174.0
MY,2008,5-14,m,160.0
MY,2008,55-64,f,648.0
MY,2008,55-64,m,1599.0
MY,2008,65,f,657.0
MY,2008,65,m,1543.0
NC,2008,0-14,f,0.0
NC,2008,0-14,m,0.0
NC,2008,0-4,f,0.0
NC,2008,0-4,m,0.0
NC,2008,15-24,f,0.0
NC,2008,15-24,m,1.0
NC,2008,25-34,f,1.0
NC,2008,25-34,m,1.0
NC,2008,35-44,f,0.0
NC,2008,35-44,m,0.0
NC,2008,45-54,f,0.0
NC,2008,45-54,m,2.0
NC,2008,5-14,f,0.0
NC,2008,5-14,m,0.0
NC,2008,55-64,f,0.0
NC,2008,55-64,m,1.0
NC,2008,65,f,1.0
NC,2008,65,m,2.0
NL,2005,0-14,f,3.0
NL,2005,0-14,m,0.0
NL,2005,0-4,f,0.0
NL,2005,0-4,m,0.0
NL,2005,15-24,f,14.0
NL,2005,15-24,m,23.0
NL,2005,25-34,f,19.0
NL,2005,25-34,m,42.0
NL,2005,35-44,f,11.0
NL,2005,35-44,m,23.0
NL,2005,45-54,f,9.0
NL,2005,45-54,m,26.0
NL,2005,5-14,f,3.0
NL,2005,5-14,m,0.0
NL,2005,55-64,f,1.0
NL,2005,55-64,m,14.0
NL,2005,65,f,4.0
NL,2005,65,m,19.0
NL,2006,0-14,f,3.0
NL,2006,0-14,m,0.0
NL,2006,0-4,f,0.0
NL,2006,0-4,m,0.0
NL,2006,15-24,f,15.0
NL,2006,15-24,m,25.0
NL,2006,25-34,f,17.0
NL,2006,25-34,m,23.0
NL,2006,35-44,f,12.0
NL,2006,35-44,m,31.0
NL,2006,45-54,f,5.0
NL,2006,45-54,m,23.0
NL,2006,5-14,f,3.0
NL,2006,5-14,m,0.0
NL,2006,55-64,f,3.0
NL,2006,55-64,m,17.0
NL,2006,65,f,10.0
NL,2006,65,m,19.0
NL,2007,0-14,f,1.0
NL,2007,0-14,m,1.0
NL,2007,0-4,f,0.0
NL,2007,0-4,m,1.0
NL,2007,15-24,f,12.0
NL,2007,15-24,m,10.0
NL,2007,25-34,f,22.0
NL,2007,25-34,m,22.0
NL,2007,35-44,f,17.0
NL,2007,35-44,m,28.0
NL,2007,45-54,f,6.0
NL,2007,45-54,m,21.0
NL,2007,5-14,f,1.0
NL,2007,5-14,m,0.0
NL,2007,55-64,f,5.0
NL,2007,55-64,m,15.0
NL,2007,65,f,12.0
NL,2007,65,m,15.0
NL,2008,0-14,f,2.0
NL,2008,0-14,m,0.0
NL,2008,0-4,f,0.0
NL,2008,0-4,m,0.0
NL,2008,15-24,f,13.0
NL,2008,15-24,m,16.0
NL,2008,25-34,f,19.0
NL,2008,25-34,m,24.0
NL,2008,35-44,f,14.0
NL,2008,35-44,m,26.0
NL,2008,45-54,f,6.0
NL,2008,45-54,m,19.0
NL,2008,5-14,f,2.0
NL,2008,5-14,m,0.0
NL,2008,55-64,f,6.0
NL,2008,55-64,m,18.0
NL,2008,65,f,7.0
NL,2008,65,m,19.0
NO,2005,0-14,f,0.0
NO,2005,0-14,m,0.0
NO,2005,0-4,f,0.0
NO,2005,0-4,m,0.0
NO,2005,15-24,f,4.0
NO,2005,15-24,m,9.0
NO,2005,25-34,f,7.0
NO,2005,25-34,m,4.0
NO,2005,35-44,f,2.0
NO,2005,35-44,m,6.0
NO,2005,45-54,f,1.0
NO,2005,45-54,m,4.0
NO,2005,5-14,f,0.0
NO,2005,5-14,m,0.0
NO,2005,55-64,f,0.0
NO,2005,55-64,m,4.0
NO,2005,65,f,3.0
NO,2005,65,m,3.0
NO,2006,0-14,f,1.0
NO,2006,0-14,m,0.0
NO,2006,0-4,f,0.0
NO,2006,0-4,m,0.0
NO,2006,15-24,f,5.0
NO,2006,15-24,m,5.0
NO,2006,25-34,f,5.0
NO,2006,25-34,m,10.0
NO,2006,35-44,f,2.0
NO,2006,35-44,m,5.0
NO,2006,45-54,f,2.0
NO,2006,45-54,m,3.0
NO,2006,5-14,f,1.0
NO,2006,5-14,m,0.0
NO,2006,55-64,f,1.0
NO,2006,55-64,m,3.0
NO,2006,65,f,3.0
NO,2006,65,m,1.0
NO,2008,0-14,f,0.0
NO,2008,0-14,m,1.0
NO,2008,0-4,f,0.0
NO,2008,0-4,m,0.0
NO,2008,15-24,f,1.0
NO,2008,15-24,m,10.0
NO,2008,25-34,f,6.0
NO,2008,25-34,m,8.0
NO,2008,35-44,f,4.0
NO,2008,35-44,m,7.0
NO,2008,45-54,f,0.0
NO,2008,45-54,m,2.0
NO,2008,5-14,f,0.0
NO,2008,5-14,m,1.0
NO,2008,55-64,f,1.0
NO,2008,55-64,m,4.0
NO,2008,65,f,6.0
NO,2008,65,m,3.0
NR,2008,0-14,f,0.0
NR,2008,0-14,m,0.0
NR,2008,0-4,f,0.0
NR,2008,0-4,m,0.0
NR,2008,15-24,f,0.0
NR,2008,15-24,m,1.0
NR,2008,25-34,f,0.0
NR,2008,25-34,m,0.0
NR,2008,35-44,f,0.0
NR,2008,35-44,m,0.0
NR,2008,45-54,f,0.0
NR,2008,45-54,m,1.0
NR,2008,5-14,f,0.0
NR,2008,5-14,m,0.0
NR,2008,55-64,f,0.0
NR,2008,55-64,m,0.0
NR,2008,65,f,0.0
NR,2008,65,m,0.0
NZ,2008,0-14,f,1.0
NZ,2008,0-14,m,0.0
NZ,2008,0-4,f,1.0
NZ,2008,0-4,m,0.0
NZ,2008,15-24,f,8.0
NZ,2008,15-24,m,9.0
NZ,2008,25-34,f,13.0
NZ,2008,25-34,m,4.0
NZ,2008,35-44,f,9.0
NZ,2008,35-44,m,9.0
NZ,2008,45-54,f,3.0
NZ,2008,45-54,m,5.0
NZ,2008,5-14,f,0.0
NZ,2008,5-14,m,0.0
NZ,2008,55-64,f,3.0
NZ,2008,55-64,m,10.0
NZ,2008,65,f,9.0
NZ,2008,65,m,18.0
OM,2008,0-14,f,1.0
OM,2008,0-14,m,0.0
OM,2008,0-4,f,0.0
OM,2008,0-4,m,0.0
OM,2008,15-24,f,20.0
OM,2008,15-24,m,18.0
OM,2008,25-34,f,10.0
OM,2008,25-34,m,28.0
OM,2008,35-44,f,4.0
OM,2008,35-44,m,28.0
OM,2008,45-54,f,4.0
OM,2008,45-54,m,28.0
OM,2008,5-14,f,1.0
OM,2008,5-14,m,0.0
OM,2008,55-64,f,5.0
OM,2008,55-64,m,14.0
OM,2008,65,f,1.0
OM,2008,65,m,10.0
PE,2008,0-14,f,52.0
PE,2008,0-14,m,84.0
PE,2008,0-4,f,5.0
PE,2008,0-4,m,10.0
PE,2008,15-24,f,2644.0
PE,2008,15-24,m,3406.0
PE,2008,25-34,f,1599.0
PE,2008,25-34,m,2233.0
PE,2008,35-44,f,1112.0
PE,2008,35-44,m,1564.0
PE,2008,45-54,f,791.0
PE,2008,45-54,m,1121.0
PE,2008,5-14,f,47.0
PE,2008,5-14,m,74.0
PE,2008,55-64,f,373.0
PE,2008,55-64,m,608.0
PE,2008,65,f,899.0
PE,2008,65,m,921.0
PF,2008,0-14,f,0.0
PF,2008,0-14,m,1.0
PF,2008,0-4,f,0.0
PF,2008,0-4,m,0.0
PF,2008,15-24,f,1.0
PF,2008,15-24,m,3.0
PF,2008,25-34,f,1.0
PF,2008,25-34,m,1.0
PF,2008,35-44,f,1.0
PF,2008,35-44,m,1.0
PF,2008,45-54,f,0.0
PF,2008,45-54,m,1.0
PF,2008,5-14,f,0.0
PF,2008,5-14,m,1.0
PF,2008,55-64,f,1.0
PF,2008,55-64,m,2.0
PF,2008,65,f,2.0
PF,2008,65,m,2.0
PL,2005,0-14,f,3.0
PL,2005,0-14,m,3.0
PL,2005,0-4,f,0.0
PL,2005,0-4,m,2.0
PL,2005,15-24,f,95.0
PL,2005,15-24,m,109.0
PL,2005,25-34,f,142.0
PL,2005,25-34,m,199.0
PL,2005,35-44,f,112.0
PL,2005,35-44,m,389.0
PL,2005,45-54,f,151.0
PL,2005,45-54,m,639.0
PL,2005,5-14,f,3.0
PL,2005,5-14,m,1.0
PL,2005,55-64,f,63.0
PL,2005,55-64,m,292.0
PL,2005,65,f,316.0
PL,2005,65,m,310.0
PL,2006,0-14,f,1.0
PL,2006,0-14,m,1.0
PL,2006,0-4,f,0.0
PL,2006,0-4,m,1.0
PL,2006,15-24,f,83.0
PL,2006,15-24,m,92.0
PL,2006,25-34,f,142.0
PL,2006,25-34,m,215.0
PL,2006,35-44,f,112.0
PL,2006,35-44,m,390.0
PL,2006,45-54,f,118.0
PL,2006,45-54,m,649.0
PL,2006,5-14,f,1.0
PL,2006,5-14,m,0.0
PL,2006,55-64,f,72.0
PL,2006,55-64,m,357.0
PL,2006,65,f,318.0
PL,2006,65,m,285.0
PL,2007,0-14,f,4.0
PL,2007,0-14,m,2.0
PL,2007,0-4,f,0.0
PL,2007,0-4,m,0.0
PL,2007,15-24,f,65.0
PL,2007,15-24,m,85.0
PL,2007,25-34,f,149.0
PL,2007,25-34,m,213.0
PL,2007,35-44,f,120.0
PL,2007,35-44,m,395.0
PL,2007,45-54,f,132.0
PL,2007,45-54,m,677.0
PL,2007,5-14,f,4.0
PL,2007,5-14,m,2.0
PL,2007,55-64,f,79.0
PL,2007,55-64,m,344.0
PL,2007,65,f,277.0
PL,2007,65,m,285.0
PL,2008,0-14,f,3.0
PL,2008,0-14,m,6.0
PL,2008,0-4,f,0.0
PL,2008,0-4,m,3.0
PL,2008,15-24,f,65.0
PL,2008,15-24,m,66.0
PL,2008,25-34,f,106.0
PL,2008,25-34,m,175.0
PL,2008,35-44,f,112.0
PL,2008,35-44,m,397.0
PL,2008,45-54,f,132.0
PL,2008,45-54,m,653.0
PL,2008,5-14,f,3.0
PL,2008,5-14,m,3.0
PL,2008,55-64,f,77.0
PL,2008,55-64,m,355.0
PL,2008,65,f,264.0
PL,2008,65,m,239.0
PR,2008,0-14,f,0.0
PR,2008,0-14,m,0.0
PR,2008,0-4,f,0.0
PR,2008,0-4,m,0.0
PR,2008,15-24,f,1.0
PR,2008,15-24,m,2.0
PR,2008,25-34,f,4.0
PR,2008,25-34,m,4.0
PR,2008,35-44,f,3.0
PR,2008,35-44,m,3.0
PR,2008,45-54,f,2.0
PR,2008,45-54,m,13.0
PR,2008,5-14,f,0.0
PR,2008,5-14,m,0.0
PR,2008,55-64,f,3.0
PR,2008,55-64,m,11.0
PR,2008,65,f,0.0
PR,2008,65,m,6.0
PS,2008,0-14,f,0.0
PS,2008,0-14,m,0.0
PS,2008,0-4,f,0.0
PS,2008,0-4,m,0.0
PS,2008,15-24,f,2.0
PS,2008,15-24,m,1.0
PS,2008,25-34,f,0.0
PS,2008,25-34,m,1.0
PS,2008,35-44,f,0.0
PS,2008,35-44,m,3.0
PS,2008,45-54,f,1.0
PS,2008,45-54,m,2.0
PS,2008,5-14,f,0.0
PS,2008,5-14,m,0.0
PS,2008,55-64,f,2.0
PS,2008,55-64,m,2.0
PS,2008,65,f,0.0
PS,2008,65,m,2.0
PT,2005,0-14,f,7.0
PT,2005,0-14,m,5.0
PT,2005,0-4,f,3.0
PT,2005,0-4,m,3.0
PT,2005,15-24,f,67.0
PT,2005,15-24,m,85.0
PT,2005,25-34,f,109.0
PT,2005,25-34,m,227.0
PT,2005,35-44,f,66.0
PT,2005,35-44,m,284.0
PT,2005,45-54,f,29.0
PT,2005,45-54,m,181.0
PT,2005,5-14,f,4.0
PT,2005,5-14,m,2.0
PT,2005,55-64,f,11.0
PT,2005,55-64,m,90.0
PT,2005,65,f,42.0
PT,2005,65,m,93.0
PT,2006,0-14,f,4.0
PT,2006,0-14,m,7.0
PT,2006,0-4,f,1.0
PT,2006,0-4,m,4.0
PT,2006,15-24,f,56.0
PT,2006,15-24,m,80.0
PT,2006,25-34,f,107.0
PT,2006,25-34,m,211.0
PT,2006,35-44,f,85.0
PT,2006,35-44,m,259.0
PT,2006,45-54,f,33.0
PT,2006,45-54,m,190.0
PT,2006,5-14,f,3.0
PT,2006,5-14,m,3.0
PT,2006,55-64,f,22.0
PT,2006,55-64,m,94.0
PT,2006,65,f,41.0
PT,2006,65,m,108.0
PT,2007,0-14,f,2.0
PT,2007,0-14,m,4.0
PT,2007,0-4,f,0.0
PT,2007,0-4,m,1.0
PT,2007,15-24,f,49.0
PT,2007,15-24,m,69.0
PT,2007,25-34,f,95.0
PT,2007,25-34,m,178.0
PT,2007,35-44,f,61.0
PT,2007,35-44,m,268.0
PT,2007,45-54,f,27.0
PT,2007,45-54,m,188.0
PT,2007,5-14,f,2.0
PT,2007,5-14,m,3.0
PT,2007,55-64,f,12.0
PT,2007,55-64,m,82.0
PT,2007,65,f,26.0
PT,2007,65,m,112.0
PT,2008,0-14,f,3.0
PT,2008,0-14,m,2.0
PT,2008,0-4,f,0.0
PT,2008,0-4,m,1.0
PT,2008,15-24,f,54.0
PT,2008,15-24,m,51.0
PT,2008,25-34,f,86.0
PT,2008,25-34,m,155.0
PT,2008,35-44,f,55.0
PT,2008,35-44,m,212.0
PT,2008,45-54,f,38.0
PT,2008,45-54,m,179.0
PT,2008,5-14,f,3.0
PT,2008,5-14,m,1.0
PT,2008,55-64,f,15.0
PT,2008,55-64,m,80.0
PT,2008,65,f,39.0
PT,2008,65,m,84.0
PY,2008,0-14,f,10.0
PY,2008,0-14,m,11.0
PY,2008,0-4,f,1.0
PY,2008,0-4,m,3.0
PY,2008,15-24,f,92.0
PY,2008,15-24,m,238.0
PY,2008,25-34,f,87.0
PY,2008,25-34,m,227.0
PY,2008,35-44,f,60.0
PY,2008,35-44,m,138.0
PY,2008,45-54,f,61.0
PY,2008,45-54,m,138.0
PY,2008,5-14,f,9.0
PY,2008,5-14,m,8.0
PY,2008,55-64,f,42.0
PY,2008,55-64,m,91.0
PY,2008,65,f,56.0
PY,2008,65,m,90.0
QA,2008,0-14,f,0.0
QA,2008,0-14,m,1.0
QA,2008,0-4,f,0.0
QA,2008,0-4,m,0.0
QA,2008,15-24,f,4.0
QA,2008,15-24,m,47.0
QA,2008,25-34,f,14.0
QA,2008,25-34,m,67.0
QA,2008,35-44,f,6.0
QA,2008,35-44,m,26.0
QA,2008,45-54,f,2.0
QA,2008,45-54,m,18.0
QA,2008,5-14,f,0.0
QA,2008,5-14,m,1.0
